PersonID,ItemID
1,29
1,62
1,26
1,27
1,51
1,92
1,65
1,37
1,115
1,107
1,4
1,40
1,103
1,47
1,74
1,53
1,25
1,42
1,69
1,65
1,42
1,65
1,56
1,52
1,62
1,101
1,42
2,42
2,35
2,61
2,105
2,54
2,83
2,102
2,40
2,74
2,97
2,86
2,28
2,101
2,93
2,86
2,41
2,64
2,33
2,111
2,105
2,75
2,48
2,12
3,85
3,75
3,26
3,93
3,93
3,85
3,26
3,31
3,109
3,15
3,75
3,29
3,107
3,53
3,26
3,48
3,32
3,35
3,75
3,39
3,75
3,36
3,21
3,41
3,55
3,75
3,86
3,41
4,9
4,103
4,22
4,74
4,9
4,21
4,79
4,120
4,67
4,95
4,101
4,44
4,26
4,46
4,51
4,56
4,49
4,107
4,27
4,56
4,28
4,63
4,118
4,9
4,104
4,9
4,104
4,97
5,79
5,52
5,104
5,15
5,20
5,91
5,53
5,50
5,4
5,35
5,63
5,93
5,62
5,63
5,36
5,101
5,71
5,86
5,79
5,25
6,75
6,26
6,41
6,98
6,48
6,39
6,93
6,35
6,39
6,67
6,85
6,109
6,75
6,20
6,75
6,97
6,21
6,103
6,52
6,48
6,86
6,48
6,110
6,29
6,26
6,45
6,108
6,54
6,120
6,75
6,109
6,19
6,75
6,42
6,21
6,26
6,41
6,91
6,39
6,20
6,39
6,30
7,13
7,44
7,6
7,103
7,56
7,81
7,44
7,42
7,80
7,44
7,10
7,97
7,83
7,109
7,57
7,63
7,56
7,56
7,46
7,98
7,95
7,120
8,34
8,3
8,12
8,83
8,63
8,52
8,69
8,101
8,75
8,46
8,108
8,27
8,96
8,46
8,70
8,101
8,109
8,4
8,83
8,64
8,10
8,42
8,75
8,35
8,51
8,20
8,39
9,28
9,79
9,41
9,101
9,63
9,53
9,33
9,75
9,103
9,105
9,56
9,104
9,104
9,46
9,106
9,16
9,75
9,46
9,26
9,52
9,34
9,53
9,105
9,46
10,53
10,75
10,48
10,93
10,50
10,109
10,56
10,40
10,87
10,20
10,41
10,25
10,91
10,50
10,110
10,39
10,56
10,75
10,35
10,83
10,116
10,86
10,39
10,36
10,106
10,56
10,26
10,4
10,86
10,59
10,109
10,13
11,40
11,20
11,52
11,29
11,119
11,25
11,102
11,75
11,35
11,81
11,60
11,39
11,118
11,52
11,67
11,25
11,85
11,35
11,118
11,22
11,60
11,25
11,26
11,39
11,91
11,75
11,75
12,28
12,114
12,49
12,114
12,118
12,18
12,52
12,56
12,39
12,41
12,56
12,9
12,119
12,101
12,89
12,27
12,96
12,41
12,75
12,119
12,10
12,75
12,5
12,26
12,4
12,18
12,4
12,42
12,6
12,97
12,35
12,105
12,75
12,4
12,10
12,26
12,66
12,103
12,35
12,80
13,56
13,39
13,66
13,110
13,67
13,49
13,60
13,42
13,26
13,93
13,56
13,20
13,56
13,120
13,56
13,31
13,107
13,60
13,108
13,28
13,103
13,36
13,34
13,4
13,3
13,12
13,104
13,43
13,92
13,43
13,56
13,56
13,22
13,26
13,49
13,98
13,74
13,42
13,22
13,26
13,72
14,5
14,52
14,97
14,37
14,26
14,60
14,19
14,60
14,53
14,46
14,119
14,66
14,56
14,22
14,60
14,31
14,9
14,28
14,71
14,83
14,56
14,75
14,60
14,49
14,63
14,46
14,5
14,108
14,60
14,3
14,22
14,119
14,46
14,33
15,34
15,44
15,24
15,56
15,48
15,67
15,4
15,35
15,65
15,35
15,75
15,88
15,93
15,32
15,20
15,35
15,42
15,65
15,51
15,40
15,4
15,93
15,68
15,36
15,75
15,50
15,32
15,98
15,110
16,96
16,15
16,104
16,70
16,103
16,46
16,92
16,47
16,63
16,91
16,4
16,120
16,43
16,14
16,37
16,40
16,79
17,32
17,80
17,89
17,37
17,50
17,95
17,32
17,22
17,15
17,11
17,65
17,19
17,67
17,67
17,112
17,118
17,46
17,38
17,95
17,74
17,32
17,30
17,95
17,36
17,109
17,92
17,21
17,52
17,36
18,71
18,21
18,89
18,29
18,103
18,81
18,56
18,14
18,61
18,75
18,24
18,97
18,32
18,16
18,45
18,120
18,22
18,22
18,42
18,16
18,101
18,49
18,97
18,65
18,67
18,45
18,68
18,61
18,91
18,13
18,31
19,51
19,60
19,41
19,74
19,27
19,60
19,119
19,40
19,35
19,71
19,14
19,107
19,51
19,22
19,107
19,20
19,32
19,91
19,101
19,104
19,106
20,100
20,32
20,56
20,97
20,91
20,56
20,32
20,44
20,15
20,14
20,53
20,38
20,97
20,51
20,83
20,89
20,2
20,47
20,56
20,38
20,103
20,40
20,80
20,117
20,66
20,40
20,96
20,26
20,28
20,18
20,81
20,53
20,120
20,63
20,115
20,86
20,56
20,12
20,98
20,72
20,33
20,19
20,89
20,26
21,102
21,56
21,1
21,35
21,20
21,20
21,56
21,75
21,110
21,72
21,41
21,24
21,8
21,67
21,60
21,48
21,17
21,56
21,29
21,67
21,75
21,29
21,26
21,31
21,53
21,103
21,14
21,83
21,53
21,100
21,45
21,32
21,24
21,20
21,1
21,60
21,41
21,35
21,101
21,75
22,79
22,95
22,79
22,97
22,32
22,37
22,54
22,39
22,116
22,64
22,91
22,32
22,101
22,78
22,100
22,65
23,100
23,79
23,115
23,40
23,42
23,104
23,10
23,15
23,72
23,4
23,83
23,89
23,101
23,103
23,118
23,91
23,75
23,98
23,77
23,14
23,15
23,46
23,101
23,85
23,113
23,81
23,42
23,63
23,29
23,104
24,24
24,56
24,115
24,56
24,67
24,103
24,26
24,23
24,24
24,1
24,55
24,39
24,85
24,15
24,91
24,4
24,52
24,26
24,52
24,3
24,108
24,3
24,91
24,56
24,51
24,18
24,56
25,107
25,26
25,57
25,56
25,95
25,96
25,84
25,117
25,95
25,46
25,95
25,92
25,46
25,42
25,55
25,35
25,36
25,46
25,27
25,34
26,103
26,63
26,53
26,104
26,32
26,15
26,89
26,34
26,31
26,109
26,42
26,65
26,21
26,98
26,120
26,101
26,13
26,92
26,109
26,26
26,72
26,20
26,96
26,11
26,108
27,2
27,112
27,91
27,86
27,63
27,115
27,38
27,2
27,105
27,92
27,42
27,54
27,107
27,43
27,75
27,26
27,20
27,98
27,32
27,26
27,103
27,89
27,35
27,33
27,108
27,118
27,98
27,75
27,79
27,35
27,39
27,18
28,35
28,44
28,29
28,103
28,90
28,32
28,79
28,5
28,56
28,13
28,13
28,33
28,26
28,2
28,63
28,42
28,103
28,56
28,42
28,92
28,52
28,56
28,91
28,8
28,2
29,95
29,71
29,76
29,56
29,50
29,108
29,13
29,35
29,40
29,38
29,89
29,14
29,49
29,49
29,55
29,101
29,64
29,41
29,101
29,103
29,26
29,107
29,37
29,31
29,71
29,60
29,89
29,39
29,26
29,71
29,38
30,35
30,15
30,9
30,47
30,75
30,38
30,27
30,34
30,55
30,79
30,29
30,18
30,13
30,31
30,41
30,103
30,71
30,35
30,53
30,20
30,56
30,26
30,92
30,67
30,42
30,75
30,51
30,37
30,82
30,24
31,42
31,51
31,81
31,107
31,35
31,38
31,71
31,56
31,103
31,89
31,32
31,52
31,103
31,53
31,112
31,119
31,32
31,95
31,54
31,95
31,89
31,4
31,89
31,41
31,52
31,89
31,103
31,18
31,79
32,40
32,101
32,75
32,103
32,53
32,40
32,103
32,63
32,101
32,26
32,14
32,51
32,37
32,53
32,58
32,49
32,24
32,29
32,50
32,81
32,79
32,100
32,101
32,103
32,37
32,42
32,34
32,56
32,114
33,82
33,50
33,66
33,84
33,91
33,56
33,44
33,11
33,37
33,56
33,52
33,103
33,115
33,103
33,42
33,22
33,9
33,97
33,80
33,66
33,42
33,56
33,97
33,17
33,76
34,56
34,99
34,35
34,5
34,103
34,79
34,26
34,95
34,56
34,37
34,38
34,95
34,93
34,75
34,1
34,40
34,95
34,67
34,104
34,26
34,64
34,16
35,109
35,7
35,69
35,9
35,13
35,107
35,10
35,14
35,80
35,37
35,65
35,21
35,60
35,19
35,22
35,21
35,63
35,71
35,52
35,30
35,102
35,37
35,43
35,25
35,74
35,20
35,71
35,73
35,40
35,41
35,103
36,51
36,23
36,95
36,43
36,89
36,56
36,100
36,81
36,50
36,55
36,51
36,18
36,79
36,117
36,44
36,101
36,38
36,4
36,95
36,53
36,79
36,104
36,101
36,38
36,5
36,28
36,24
36,4
36,9
36,89
36,81
36,51
37,43
37,60
37,26
37,40
37,35
37,20
37,93
37,35
37,56
37,35
37,117
37,84
37,22
37,39
37,86
37,67
37,93
37,73
37,80
37,95
37,116
37,84
37,86
37,44
37,43
37,93
37,20
37,75
38,106
38,93
38,9
38,118
38,18
38,26
38,101
38,118
38,95
38,66
38,46
38,101
38,4
38,89
38,14
38,16
38,15
38,13
38,40
38,97
38,94
38,14
38,104
38,83
38,101
38,40
38,40
38,102
38,114
38,103
39,28
39,75
39,36
39,109
39,38
39,64
39,66
39,41
39,67
39,13
39,65
39,40
39,89
39,92
39,107
39,83
39,32
39,42
39,98
39,53
39,94
39,79
40,23
40,89
40,85
40,32
40,42
40,40
40,56
40,103
40,35
40,104
40,56
40,67
40,4
40,50
40,91
40,74
40,30
40,56
40,53
40,76
40,18
40,101
40,75
40,56
40,13
40,70
40,12
40,39
40,9
40,104
40,83
40,52
40,31
40,96
40,40
40,42
40,35
41,40
41,34
41,32
41,36
41,60
41,83
41,15
41,38
41,51
41,118
41,46
41,12
41,103
41,56
41,40
41,112
41,44
41,101
41,38
41,51
41,68
42,79
42,97
42,118
42,67
42,26
42,52
42,97
42,50
42,35
42,16
42,42
42,38
42,109
42,28
42,65
42,51
42,100
42,95
42,40
42,101
42,103
42,18
42,109
42,36
42,63
42,108
42,40
42,42
42,20
42,35
42,16
42,34
43,114
43,72
43,35
43,21
43,103
43,28
43,4
43,32
43,2
43,34
43,75
43,115
43,96
43,98
43,102
43,79
43,42
43,103
43,4
43,37
43,66
43,33
43,111
44,20
44,65
44,71
44,97
44,90
44,21
44,108
44,24
44,95
44,52
44,44
44,48
44,75
44,103
44,48
44,56
44,20
44,52
44,21
44,96
44,95
44,39
44,46
44,90
44,96
44,13
44,13
44,15
44,60
44,60
44,37
44,15
44,92
44,75
44,71
44,98
44,97
44,91
44,19
44,75
44,75
44,41
44,96
45,114
45,44
45,80
45,86
45,67
45,32
45,118
45,95
45,102
45,50
45,109
45,43
45,71
45,52
45,2
45,95
45,13
45,92
45,36
45,28
45,91
45,90
45,46
46,18
46,55
46,39
46,102
46,32
46,14
46,35
46,96
46,81
46,4
46,64
46,44
46,86
46,50
46,42
46,32
46,4
46,101
46,10
46,87
46,28
47,67
47,101
47,95
47,101
47,91
47,18
47,101
47,101
47,18
47,75
47,18
47,57
47,27
47,75
47,70
47,40
47,18
47,40
47,62
47,103
47,91
47,42
47,62
48,22
48,56
48,83
48,68
48,98
48,51
48,46
48,50
48,26
48,28
48,53
48,35
48,67
48,35
48,45
48,51
48,75
48,52
48,113
48,9
48,4
48,27
49,43
49,86
49,56
49,60
49,51
49,18
49,95
49,53
49,56
49,39
49,51
49,63
49,13
49,98
49,39
49,55
49,67
49,22
49,62
49,89
49,114
49,80
49,75
49,4
49,22
49,21
49,95
49,75
49,8
49,83
49,32
49,75
49,56
49,80
49,96
50,60
50,72
50,41
50,4
50,42
50,80
50,85
50,48
50,60
50,46
50,3
50,74
50,18
50,26
50,9
50,42
50,80
